id,text,source,language_tag,concept,sentiment,shop_location,decision_or_recommendation
180,The shop must “ensure that all cleaning chemicals are stored separately from food items.” The vendor keeps detergent bottles on the same shelf as spices.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,chemical_food_storage,stressed,urban_india,Relocate all cleaning agents to a locked cabinet away from food shelves.
181,The regulation requires “that all food handlers wash hands with soap before handling food and after restroom use.” The staff often skips washing due to time pressure.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,hand_wash_skip,anxious,semi_urban_india,Install visual timers and monitor compliance with spot checks.
182,"A small retailer must “maintain a register of all pest‑control chemicals used, with dates and quantities.” The owner only writes “sprayed” on a sticky note.","FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,pest_chemical_log_incomplete,anxious,urban_india,"Use a printed logbook to capture chemical name, batch, dosage, date, and treated area."
183,The regulation mandates “that all food‑handling equipment be made of corrosion‑free material.” The vendor’s metal ladle is rusted.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,rusted_ladle,stressed,rural_india,Replace the ladle with a stainless‑steel version and inspect regularly.
184,"The shop must “ensure that all food handlers avoid smoking, chewing, or spitting in the premises.” The owner sees staff chewing betel leaf near the counter.","FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,chewing_prohibition,cautious,urban_india,Post a “No Chewing” sign and remind staff of the rule during shifts.
185,The regulation requires “that all food containers be covered to prevent dust and insects.” The vendor leaves open jars of chutney on the shelf.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,uncovered_jars,anxious,semi_urban_india,Use airtight lids or cover jars with clean cloth when not serving.
186,"A small food stall must “maintain a register of raw‑material receipts, including batch numbers and dates.” The owner only notes the total quantity of flour bought.","FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,flour_batch_record,anxious,rural_india,"Record supplier name, batch/lot number, and receipt date for each flour purchase."
187,The regulation mandates “that all equipment be placed well away from walls for easy inspection.” The shop’s mixer is flush against the wall.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,mixer_wall_spacing,cautious,urban_india,Rearrange the floor plan to provide at least 30 cm clearance around the mixer.
188,The shop must “ensure that all water used for cleaning is hot enough for disinfection.” The sink water never exceeds 45 °C.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,insufficient_hot_water_cleaning,anxious,semi_urban_india,Install a water heater set to a minimum of 65 °C for cleaning purposes.
189,The regulation requires “that all food business operators maintain a register of any recall actions taken.” The owner has never prepared such a register.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,recall_register_absent,hopeful,urban_india,Create a simple recall log template and keep it ready for any future incident.
190,A small retailer must “maintain a register of pest‑control activities with dates and chemicals used.” The vendor only notes “sprayed” on scrap paper.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,pest_control_activity_incomplete,anxious,semi_urban_india,Use a bound logbook to record detailed pest‑control information each time.
191,The regulation mandates “that all food‑handling staff wash hands with soap before starting work and after restroom use.” The shop lacks soap at the sink.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,missing_soap_at_sink,stressed,urban_india,Install a soap dispenser and ensure it is refilled daily.
192,The shop must “ensure that all cleaning chemicals are stored in clearly labelled containers separate from food.” The vendor keeps detergent in a reused spice jar.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,mislabeled_chemical_container,anxious,semi_urban_india,"Transfer chemicals to dedicated, labelled containers and store them away from food."
193,The regulation requires “that all food handlers avoid wearing false nails or loose jewellery.” The staff often wears rings while preparing dough.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,jewellery_during_preparation,cautious,urban_india,Enforce a no‑jewellery policy during food handling and provide ring‑free alternatives.
194,A small food stall must “maintain a register of raw‑material receipts with batch numbers.” The owner only records total weight of sugar purchased.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,sugar_batch_record,anxious,rural_india,"Log supplier name, batch/lot number, and purchase date for each sugar delivery."
195,The regulation mandates “that all food‑handling areas have adequate lighting of at least 540 lux at inspection points.” The shop’s lighting is dim and uneven.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,insufficient_lighting,stressed,urban_india,Install LED fixtures to achieve the required lux level throughout the preparation area.
196,The shop must “ensure that all equipment is made of non‑toxic material and does not impart taste.” The vendor uses old plastic containers that may leach chemicals.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,non_food_grade_plastic,anxious,semi_urban_india,"Replace old plastic containers with BPA‑free, food‑grade options."
197,The regulation requires “that all food business operators keep a register of any improvement notices and corrective actions taken.” The owner has never documented such notices.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,improvement_notice_log_absent,anxious,rural_india,"Start a logbook to capture notice dates, required actions, and completion status."
198,"A small retailer must “maintain a record of all raw‑material procurement sources, including supplier details.” The vendor buys spices from a street stall without receipts.","FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,informal_spice_supplier_record,stressed,semi_urban_india,"Note the stall owner’s name, location, and contact number for each purchase."
199,The regulation mandates “that all food handlers wash hands with soap before handling food and after restroom use.” The staff sometimes skips washing due to rush.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,hand_wash_noncompliance,anxious,urban_india,Place visual reminders and conduct random checks to ensure compliance.
200,The shop must “ensure that all waste water is treated or disposed of as per pollution‑control norms.” The vendor drains directly into a nearby ditch.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,untreated_waste_water,stressed,rural_india,Connect to a municipal sewage line or install a small effluent treatment unit.
201,"Ravi runs a kirana store in urban Delhi. His annual turnover reaches ₹12 lakh, so he must register for GST before the next month. @12","THE CENTRAL GOODS AND SERVICES TAX ACT, 2017",en,registration_threshold,anxious,urban_india,Apply for GST registration within 30 days of crossing the ₹10 lakh limit.
202,"Meena’s small tea stall supplies only tea and snacks. She opts for the composition scheme and pays 1 % of turnover as tax, avoiding detailed returns. @117","THE CENTRAL GOODS AND SERVICES TAX ACT, 2017",en,composition_scheme_opt_in,hopeful,semi_urban_india,Choose the composition levy if turnover ≤ ₹50 lakh and maintain a simple quarterly return.
203,"A local electronics dealer buys a batch of LED lights from an unregistered supplier. Under reverse charge, he must self‑assess tax and cannot claim input credit until he pays it. @109","THE CENTRAL GOODS AND SERVICES TAX ACT, 2017",en,reverse_charge_obligation,stressed,urban_india,"Record the purchase, self‑assess GST, and pay it to claim the input credit later."
204,"The owner of a pharmacy issues a tax invoice only after receiving payment because the invoice amount exceeds ₹1,000 and the supplier prefers cash. @143","THE CENTRAL GOODS AND SERVICES TAX ACT, 2017",en,time_of_supply_invoice,neutral,urban_india,"Issue the tax invoice at the earlier of invoice date or payment receipt, as required."
205,"A clothing boutique sells a bundle of shirts, belts, and ties for a single price. The tax is levied on the highest‑rate item in the mixed supply. @107","THE CENTRAL GOODS AND SERVICES TAX ACT, 2017",en,mixed_supply_tax,cautious,urban_india,Identify the highest‑taxed item in the bundle and apply that rate to the whole sale.
206,"A grocery shop receives a delivery of rice on credit. The supplier’s GST invoice arrives later, so the shop can claim input credit only after the invoice is uploaded. @176","THE CENTRAL GOODS AND SERVICES TAX ACT, 2017",en,input_tax_credit_claim,neutral,rural_india,Ensure the supplier’s tax invoice is received and entered before the due date for claiming credit.
207,"A small bakery makes continuous supplies of bread daily. The time of supply is deemed the date of each invoice, not the day of production. @34","THE CENTRAL GOODS AND SERVICES TAX ACT, 2017",en,continuous_supply_time,cautious,semi_urban_india,Issue a tax invoice for each day’s batch to establish the correct time of supply.
208,"A mobile‑phone dealer sells a phone with a free protective case. Because the case is a complimentary accessory, it is treated as part of the principal supply for tax purposes. @90","THE CENTRAL GOODS AND SERVICES TAX ACT, 2017",en,composite_supply_principal,neutral,urban_india,Treat bundled free items as part of the principal supply when calculating GST.
209,Arjun supplies spices to Maharashtra. He must register because he makes inter‑state sales.,"THE CENTRAL GOODS AND SERVICES TAX ACT, 2017",en,inter_state_registration,cautious,urban_india,Register for GST before the next filing period.
210,Sunita keeps her kirana ledger on paper. The law now requires an electronic credit ledger.,"THE CENTRAL GOODS AND SERVICES TAX ACT, 2017",en,electronic_credit_ledger,stressed,semi_urban_india,Migrate records to the prescribed e‑credit system.
211,Vikram buys a delivery van for personal use. GST credit on that vehicle is blocked.,"THE CENTRAL GOODS AND SERVICES TAX ACT, 2017",en,blocked_input_credit_vehicle,anxious,rural_india,Do not claim input credit for personal‑use motor vehicles.
212,A farmer sells fresh produce at a local market. He is exempt from GST registration.,"THE CENTRAL GOODS AND SERVICES TAX ACT, 2017",en,agriculturist_exemption,hopeful,rural_india,Continue operating without GST registration.
213,An online gadget shop ships items through a marketplace. The platform must collect tax at source.,"THE CENTRAL GOODS AND SERVICES TAX ACT, 2017",en,e_commerce_operator_tax,neutral,urban_india,Ensure the platform registers as a tax collector.
214,Priya provides consulting services and invoices after the project ends. Time of supply follows the invoice date.,"THE CENTRAL GOODS AND SERVICES TAX ACT, 2017",en,service_time_of_supply,neutral,urban_india,Issue the tax invoice promptly to fix the supply date.
215,The pharmacy must file its annual GST return by 31 Dec each year.,"THE CENTRAL GOODS AND SERVICES TAX ACT, 2017",en,annual_return_deadline,cautious,urban_india,Mark 31 Dec as a non‑negotiable filing date.
216,Ravi missed the September return deadline. He now faces a daily late fee.,"THE CENTRAL GOODS AND SERVICES TAX ACT, 2017",en,late_fee_penalty,stressed,semi_urban_india,Pay the pending fee immediately to stop accrual.
217,The boutique stores invoices for five years. The law requires retention for 72 months.,"THE CENTRAL GOODS AND SERVICES TAX ACT, 2017",en,record_retention_period,neutral,urban_india,Archive all records for at least six years.
218,A large wholesale dealer exceeds ₹1 crore turnover. An audit is now mandatory.,"THE CENTRAL GOODS AND SERVICES TAX ACT, 2017",en,audit_requirement,anxious,urban_india,Appoint a chartered accountant for the statutory audit.
219,Meena’s shop registration is cancelled. She must settle tax on remaining stock.,"THE CENTRAL GOODS AND SERVICES TAX ACT, 2017",en,cancellation_stock_tax,stressed,semi_urban_india,Compute and pay tax on inventory before deregistration.
220,New owners must provide Aadhaar to obtain GST registration.,"THE CENTRAL GOODS AND SERVICES TAX ACT, 2017",en,aadhaar_registration,neutral,urban_india,Submit Aadhaar proof during the registration process.
221,A manufacturer sends inputs to a job worker. The principal can claim credit on those inputs.,"THE CENTRAL GOODS AND SERVICES TAX ACT, 2017",en,job_work_input_credit,hopeful,urban_india,Record the transfer and claim input credit as prescribed.
222,The Input Service Distributor must allocate credit based on each recipient’s turnover.,"THE CENTRAL GOODS AND SERVICES TAX ACT, 2017",en,isd_credit_distribution,cautious,urban_india,Use the turnover‑ratio method for credit allocation.
223,A casual trader starts a weekend stall. He must deposit advance tax before beginning.,"THE CENTRAL GOODS AND SERVICES TAX ACT, 2017",en,casual_taxpayer_advance,anxious,semi_urban_india,Pay the estimated tax deposit prior to the first sale.
224,A non‑resident software exporter needs a Unique Identity Number to register.,"THE CENTRAL GOODS AND SERVICES TAX ACT, 2017",en,non_resident_uin,neutral,urban_india,Apply for a UIN using the prescribed documents.
225,A food packer includes insurance in the sale price. The whole bundle is taxed as a composite supply.,"THE CENTRAL GOODS AND SERVICES TAX ACT, 2017",en,composite_supply_insurance,neutral,urban_india,Apply the GST rate of the principal food supply to the bundle.
226,Two companies merge. Their unused input credit can be transferred to the new entity.,"THE CENTRAL GOODS AND SERVICES TAX ACT, 2017",en,merger_input_credit_transfer,hopeful,urban_india,File the prescribed notice to move the credit to the merged firm.
227,A retailer purchases diesel for his generator. GST on diesel is payable on reverse charge.,"THE CENTRAL GOODS AND SERVICES TAX ACT, 2017",en,reverse_charge_petroleum,cautious,rural_india,Self‑assess GST on diesel and record it as input credit.
228,The government announces an exemption for certain medical devices. The shop must update its tax schedule.,"THE CENTRAL GOODS AND SERVICES TAX ACT, 2017",en,exemption_notification,neutral,urban_india,Verify the exemption list and stop charging GST on those devices.
